RepRapFirmware height map file v1, mean error 0.08, deviation 0.17
xmin,xmax,ymin,ymax,radius,spacing,xnum,ynum
-60.00,60.10,-60.00,60.10,75.00,20.00,7,7
      0, -0.135,  0.110,  0.212,  0.251,  0.363,      0
 -0.021, -0.016, -0.020,  0.067,  0.175,  0.300,  0.536
 -0.178, -0.076, -0.121,  0.043,  0.138,  0.247,  0.397
 -0.129, -0.174,  0.026,  0.007,  0.134,  0.234,  0.289
 -0.162, -0.063, -0.086, -0.025,  0.062,  0.191,  0.256
 -0.108, -0.084,  0.023,  0.033,  0.058,  0.175,  0.276
      0, -0.068, -0.038,  0.034,  0.122,  0.240,      0
